"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
22119,47,"CHL","Chile",4,"Atacama",12,"Huasco",55,"Alto del Carmen","","","Comuna","Municipality"
22120,47,"CHL","Chile",4,"Atacama",12,"Huasco",56,"Freirina","","","Comuna","Municipality"
22121,47,"CHL","Chile",4,"Atacama",12,"Huasco",57,"Huasco","","","Comuna","Municipality"
22122,47,"CHL","Chile",4,"Atacama",12,"Huasco",58,"Vallenar","","","Comuna","Municipality"
22123,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",59,"Arauco","","","Comuna","Municipality"
22124,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",60,"Canete","","","Comuna","Municipality"
22125,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",61,"Contulmo","","","Comuna","Municipality"
22126,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",62,"Curanilahue","","","Comuna","Municipality"
22127,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",63,"Lebu","","","Comuna","Municipality"
22128,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",64,"Los Alamos","","","Comuna","Municipality"
22129,47,"CHL","Chile",5,"Bío-Bío",13,"Arauco",65,"Tirua","","","Comuna","Municipality"
22130,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",66,"Antuco","","","Comuna","Municipality"
22131,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",67,"Cabrero","","","Comuna","Municipality"
22132,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",68,"Laja","","","Comuna","Municipality"
22133,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",69,"Los Angeles","","","Comuna","Municipality"
22134,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",70,"Mulchen","","","Comuna","Municipality"
22135,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",71,"Nacimiento","","","Comuna","Municipality"
22136,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",72,"Negrete","","","Comuna","Municipality"
22137,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",73,"Quilago","","","Comuna","Municipality"
22138,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",74,"Quillego","","","Comuna","Municipality"
22139,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",75,"Rosendo","","","Comuna","Municipality"
22140,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",76,"Santa Barbara","","","Comuna","Municipality"
22141,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",77,"Tucapel","","","Comuna","Municipality"
22142,47,"CHL","Chile",5,"Bío-Bío",14,"Biobío",78,"Yumbel","","","Comuna","Municipality"
22143,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",79,"Concepcion","","","Comuna","Municipality"
22144,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",80,"Coronel","","","Comuna","Municipality"
22145,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",81,"Florida","","","Comuna","Municipality"
22146,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",82,"Hualqui","","","Comuna","Municipality"
22147,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",83,"Lota","","","Comuna","Municipality"
22148,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",84,"Penco","","","Comuna","Municipality"
22149,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",85,"Santa Juana","","","Comuna","Municipality"
22150,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",86,"Talcahuano","","","Comuna","Municipality"
22151,47,"CHL","Chile",5,"Bío-Bío",15,"Concepción",87,"Tome","","","Comuna","Municipality"
22152,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",88,"Bulnes","","","Comuna","Municipality"
22153,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",89,"Chillan","","","Comuna","Municipality"
